name,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted
Test,0.7609853528628495,0.6668441517439712,0.640438781542729,0.650347590271505,0.7485550561602118,0.7609853528628495,0.752641716653728
