name,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted
Test,0.7583614004856271,0.6726998792562668,0.6374651629040812,0.6502747138134415,0.7457640418996325,0.7583614004856271,0.7491101698513943
