name,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted
Test,0.7869115688885407,0.7065994295170375,0.6514865746671183,0.6686628757705603,0.7723275042959594,0.7869115688885407,0.7730635822852182
