name,Accuracy,Precision_macro,Recall_macro,F1_macro,Precision_weighted,Recall_weighted,F1_weighted
TRAIN_META_OOF_STACK,0.5733599543639475,0.6264992308855469,0.4799005226937666,0.49165316485320065,0.6941834361094689,0.5733599543639475,0.5879549573392686
TEST_STACK,0.551930758988016,0.6067596714383723,0.46251515826553485,0.4699580772963429,0.6900190676209093,0.551930758988016,0.5676185408529918
